feature,PC1
has_electricity,0.37446333129010156
has_radio,0.1994003389264577
has_tv,0.3750511110383439
has_fridge,0.3023347227271265
has_bicycle,-0.011278138677983236
has_motorcycle,0.12738211717580009
has_car,0.194361082402753
has_landline,0.10098842317794193
has_mobile,0.27322180065696894
sleeping_rooms,0.10446712109044634
improved_water,0.20398260023046821
improved_toilet,0.28242136778678467
finished_floor,0.3676193512329018
finished_wall,0.3270967036013275
finished_roof,0.2730353510267922
